artist,track,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_duration_ms,audio_features_time_signature
Nick Cave & The Bad Seeds,Red Right Hand,0.296,0.331,10,-12.761,1,0.0309,0.814,0.000942,0.0939,0.055,93.874,281747,4
Bert Jansch,Needle of Death,0.532,0.203,9,-8.524,0,0.0668,0.829,0,0.108,0.543,89.646,259920,4
The Animals,House of the Rising Sun,0.603,0.226,7,-14.308,0,0.0399,0.755,0.000375,0.0882,0.198,107.909,158053,3
Ralph McTell,Streets of London,0.346,0.413,0,-13.07,1,0.0405,0.255,0.00101,0.338,0.433,140.818,270640,4
Buffy Sainte-Marie,Starwalker,0.518,0.269,0,-14.656,0,0.0341,0.215,0.000139,0.0771,0.471,121.073,186333,4
Judee Sill,Jesus Was a Cross Maker,0.478,0.412,5,-15.584,1,0.0313,0.465,7e-05,0.152,0.611,121.893,219133,4
John Martyn,May You Never,0.636,0.378,0,-13.147,1,0.0309,0.76,0.496,0.113,0.332,102.752,181427,4
Lead Belly,Where Did You Sleep Last Night,0.613,0.396,2,-10.885,0,0.0299,0.127,0.00013,0.118,0.335,134.248,226973,4
Mississippi John Hurt,Coffee Blues,0.69,0.807,3,-4.912,1,0.0326,0.239,0,0.205,0.869,96.991,166573,4
Neil Young,Heart of Gold,0.296,0.432,5,-8.677,1,0.0316,0.00059,0.899,0.237,0.216,88.13,200667,4
Neil Young,Old Man,0.533,0.783,9,-4.992,1,0.0314,0.0401,0,0.109,0.702,109.899,331800,4
Bob Dylan,Blowin' in the Wind,0.317,0.63,4,-5.142,0,0.0331,0.389,1.78e-06,0.113,0.217,137.847,354667,4
Van Morrison,Crazy Love - 2013 Remaster,0.555,0.725,2,-8.92,1,0.0362,0.149,0.000146,0.154,0.512,107.726,238600,4
Iron & Wine,Naked As We Came,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00595,0.367,0.313,166.915,306440,4
Iron & Wine,"Flightless Bird, American Mouth",0.755,0.482,0,-12.729,1,0.03,0.891,0.818,0.1,0.481,109.354,177093,4
Iron & Wine,Such Great Heights,0.558,0.181,2,-18.213,1,0.0413,0.638,0.154,0.0887,0.116,96.004,195427,4
Beirut,Elephant Gun,0.439,0.469,9,-9.283,1,0.0311,0.395,0.573,0.183,0.193,127.44,475093,4
Beirut,Postcards From Italy,0.659,0.906,7,-3.906,0,0.0428,0.156,3.27e-06,0.105,0.792,94.997,187720,4
Foxing,Rory,0.523,0.477,6,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,272507,4
Foxing,The Medic,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,246173,4
Foxing,Bloodhound,0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,243132,4
Sufjan Stevens,Should Have Known Better,0.395,0.902,8,-5.808,0,0.176,0.001,0,0.327,0.632,184.737,163760,4
M. Ward,Lullaby + Exile,0.668,0.786,8,-6.751,1,0.0418,0.0166,1.61e-06,0.326,0.63,119.067,210250,4
Monsters Of Folk,Dear God (Sincerely M.O.F.),0.579,0.463,7,-9.657,1,0.0303,0.585,0,0.0892,0.447,124.977,364613,4
Damien Jurado,Ohio - filous Remix,0.663,0.876,10,-4.573,0,0.161,0.00719,1.2e-06,0.0958,0.715,103.976,203656,4
Belle and Sebastian,"Piazza, New York Catcher",0.775,0.864,10,-4.02,0,0.051,0.00021,9.06e-05,0.118,0.677,115.982,233050,4
Belle and Sebastian,Funny Little Frog,0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,213173,4
Lana Del Rey,Big Eyes,0.555,0.902,0,-7.918,1,0.0958,0.337,0,0.152,0.62,156.108,287507,4
The Civil Wars,Billie Jean,0.532,0.685,3,-6.86,1,0.0283,0.00418,0.00685,0.282,0.194,125.965,300133,4
Elliott Smith,Angel in the Snow,0.468,0.773,1,-8.93,0,0.0942,0.432,0.000132,0.275,0.4,114.773,260947,4
Elliott Smith,Twilight,0.502,0.624,8,-10.318,1,0.0679,0.0653,2.95e-06,0.263,0.316,113.091,277293,4
Elliott Smith,Southern Belle,0.558,0.286,3,-9.572,1,0.0295,0.517,0.0374,0.105,0.123,120.316,299827,4
Lou Reed,Satellite Of Love,0.824,0.377,2,-9.222,1,0.0436,0.107,0.604,0.11,0.779,116.342,252760,4
Elliott Smith,Speed Trials,0.541,0.411,0,-11.152,1,0.0422,0.758,4.28e-06,0.217,0.256,118.962,167560,4
Elliott Smith,Pictures Of Me,0.436,0.819,0,-6.71,1,0.036,0.0171,0.00882,0.117,0.405,144.26,268333,4
Scissor Sisters,I Can't Decide,0.545,0.824,0,-7.12,1,0.0396,0.372,1.77e-05,0.108,0.319,85.922,426147,4
Grandaddy,A.M. 180,0.304,0.437,7,-6.965,0,0.0273,0.548,5.64e-05,0.161,0.14,105.427,413253,3
Okkervil River,Lost Coastlines,0.775,0.579,4,-6.592,1,0.0366,0.124,0.0196,0.366,0.731,90.461,204627,4
Okkervil River,Westfall,0.503,0.555,9,-7.81,1,0.0474,0.491,0.00242,0.114,0.212,83.83,239613,4
M. Ward,Chinese Translation,0.371,0.86,11,-3.263,0,0.0464,0.0226,0,0.316,0.376,137.405,240120,4
The Cranberries,Zombie,0.37,0.563,0,-10.842,1,0.0323,0.0201,1.93e-06,0.0852,0.303,137.695,243027,4
The xx,VCR,0.373,0.658,7,-7.259,1,0.0326,0.785,0.000251,0.0851,0.469,129.764,210360,4
The xx,Try,0.691,0.805,2,-6.81,0,0.0947,0.59,0,0.0975,0.866,142.503,301427,3
Death Cab for Cutie,Transatlanticism,0.17,0.019,5,-25.922,1,0.0423,0.921,0.885,0.0774,0.0355,64.597,339093,4
Modest Mouse,Lampshades on Fire,0.544,0.12,1,-20.239,0,0.0561,0.995,0.924,0.0967,0.193,110.911,447187,3
Modest Mouse,The World At Large,0.527,0.0291,7,-31.347,1,0.0741,0.994,0.917,0.0959,0.28,99.331,159333,3
Modest Mouse,Dashboard,0.185,0.00785,9,-28.045,0,0.0435,0.993,0.827,0.0753,0.0365,75.67,175827,1
Arctic Monkeys,No. 1 Party Anthem,0.433,0.0127,5,-26.732,0,0.0538,0.995,0.903,0.0947,0.0562,117.132,190493,4
Modern Baseball,Your Graduation,0.187,0.24,7,-15.324,0,0.0409,0.974,0.897,0.183,0.0765,142.546,326023,4
Modern Baseball,The Weekend,0.177,0.06,8,-25.377,1,0.0574,0.956,0.848,0.103,0.0499,136.248,357707,1
Sufjan Stevens,Chicago,0.405,0.0572,10,-25.548,0,0.0334,0.992,0.939,0.115,0.344,145.833,227627,3
Can't Stop Won't Stop,Up and Away,0.357,0.105,0,-23.951,1,0.0414,0.767,0.893,0.105,0.0414,120.312,321680,4
Can't Stop Won't Stop,Scrape the Sky (feat. Fresh Big Mouf),0.383,0.395,2,-13.693,1,0.0306,0.788,0.00206,0.103,0.586,83.383,237627,4
The Flaming Lips,Do You Realize??,0.168,0.467,9,-10.624,1,0.032,0.128,0.856,0.112,0.174,181.041,547627,4
The Flaming Lips,"Yoshimi Battles the Pink Robots, Pt. 1",0.312,0.543,11,-9.875,1,0.0308,0.0356,0.225,0.128,0.178,140.109,270013,4
Grandaddy,The Crystal Lake,0.351,0.609,9,-9.031,1,0.0418,0.0614,0.803,0.386,0.1,102.041,504296,4
Nirvana,The Man Who Sold The World,0.152,0.135,8,-13.322,1,0.0362,0.915,0.821,0.0762,0.0397,85.676,403827,4
Nirvana,Jesus Doesn't Want Me For A Sunbeam,0.677,0.313,9,-13.987,1,0.0403,0.752,0.000757,0.862,0.5,75.676,186040,4
My Morning Jacket,Rocket Man,0.471,0.313,2,-13.201,1,0.0406,0.661,4.68e-06,0.0841,0.364,108.703,186707,4
My Morning Jacket,Wordless Chorus,0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,348624,4
M. Ward,For Beginners,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,193467,4
American Football,Never Meant,0.386,0.301,3,-12.415,1,0.0285,0.458,4.48e-06,0.116,0.524,173.12,175173,3
Kaizers Orchestra,Begravelsespolka,0.532,0.344,7,-13.057,1,0.035,0.00563,0.000473,0.115,0.126,91.834,235667,4
Kaizers Orchestra,"Aldri vodka, Violeta",0.268,0.406,5,-10.232,1,0.0276,0.0495,0.0066,0.113,0.104,76.432,228533,4
The Black Keys,Everlasting Light,0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,290707,4
The Black Keys,Unknown Brother,0.328,0.762,5,-8.651,1,0.0476,0.0342,0.00876,0.198,0.274,125.75,383507,4
Chris Cornell,"You Know My Name - From ""Casino Royale"" Soundtrack",0.335,0.311,11,-8.781,1,0.0364,0.628,0.000108,0.102,0.11,171.296,253253,3
Temple Of The Dog,Hunger Strike,0.461,0.504,7,-8.448,1,0.035,0.164,0.000754,0.651,0.0535,119.764,199587,4
The Vaselines,Jesus Wants Me For A Sunbeam,0.601,0.124,2,-18.301,1,0.083,0.802,3e-05,0.0565,0.314,103.63,271667,4
Calle 13,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",0.602,0.201,4,-17.024,1,0.0363,0.915,8.28e-05,0.0952,0.385,95.345,188800,4
Hollywood Studio Symphony / Jerry Hey,On The Lake,0.479,0.259,3,-11.928,1,0.0682,0.83,0,0.142,0.339,137.912,347733,3
Moonlight Sonata,Moonlight Sonata,0.293,0.462,5,-11.412,0,0.0453,0.699,0.0444,0.0954,0.0623,124.004,251427,5
Erik Satie,3 Gymnopédies: Gymnopedie No. 1,0.63,0.429,5,-15.54,1,0.0356,0.261,0.85,0.309,0.168,112.93,284507,4
Erik Satie,Gnossienne No. 4: 4ieme Gnossienne. Lent,0.168,0.302,6,-11.645,0,0.0344,0.315,0.79,0.11,0.205,102.041,356333,4
Erik Satie,Gnossienne No.1: Lent,0.134,0.129,7,-16.128,1,0.0341,0.921,0.697,0.13,0.0435,93.668,200483,4
PHILDEL,Qi,0.615,0.931,3,-7.8,1,0.24,0.0352,2.37e-05,0.0914,0.53,137.544,309093,3
Ludovico Einaudi,Nuvole bianche,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,243960,4
Nils Frahm,Ambre,0.612,0.615,0,-5.812,1,0.0294,0.0769,0,0.1,0.346,100.002,255213,4
James Yorkston,Don't Let Me Down,0.561,0.665,7,-7.6,0,0.167,0.0231,0.167,0.12,0.391,158.974,259227,4
James Yorkston,Tortoise Regrets Hare,0.558,0.177,0,-16.368,1,0.028,0.919,0.000211,0.113,0.455,85.887,234533,4
Gravenhurst,See My Friends,0.352,0.229,5,-12.79,0,0.0354,0.776,0,0.335,0.159,74.749,268600,3
Sigur Rós,Hoppípolla,0.466,0.242,2,-14.053,1,0.0412,0.886,0.00049,0.187,0.657,148.301,333627,4
Sigur Rós,Sæglópur,0.269,0.151,3,-19.314,1,0.0364,0.975,0.159,0.138,0.232,120.889,270733,4
Sigur Rós,Untitled #1 (Vaka),0.209,0.293,10,-11.781,1,0.0307,0.916,0.0812,0.185,0.243,87.696,242867,3
Sparklehorse,"Hey, Joe",0.388,0.609,2,-6.087,1,0.0402,0.385,4.31e-06,0.138,0.172,120.005,403187,3
Paul Simon,The Sound of Silence,0.688,0.857,0,-5.557,1,0.044,0.0023,0.0047,0.71,0.468,128.006,329004,4
Dire Straits,Sultans Of Swing,0.595,0.696,10,-5.921,0,0.0417,0.276,0,0.411,0.533,88.013,222920,4
Donovan,Hurdy Gurdy Man,0.514,0.292,9,-11.768,0,0.0291,0.827,0.00223,0.0926,0.157,90.459,218587,4
Donovan,Catch the Wind,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,236973,4
Radiohead,Creep,0.323,0.504,5,-8.792,0,0.029,0.0358,0.605,0.107,0.177,82.821,248720,4
Radiohead,No Surprises,0.445,0.851,8,-8.022,1,0.0345,0.0796,0.636,0.145,0.468,152.37,295813,4
Radiohead,Fake Plastic Trees,0.497,0.0371,6,-26.201,0,0.0332,0.946,0.133,0.174,0.0386,102.734,284333,3
Radiohead,Paranoid Android,0.471,0.391,0,-12.678,1,0.0278,0.123,0.868,0.128,0.0371,139.989,485293,4
AURORA,Runaway,0.607,0.104,11,-19.608,1,0.0308,0.928,0.007,0.124,0.105,99.203,313827,3
AURORA,Under Stars,0.393,0.524,9,-9.09,1,0.0312,0.0674,0.256,0.0812,0.388,168.683,185733,4
Bright Eyes,Lua,0.579,0.0989,9,-19.063,1,0.038,0.676,0.833,0.128,0.244,83.002,215627,3
Bright Eyes,First Day Of My Life,0.657,0.629,4,-7.932,1,0.0259,0.00853,0.7,0.128,0.325,140.558,150867,4
Bright Eyes,Land Locked Blues,0.697,0.387,10,-8.728,1,0.0329,0.542,0.0391,0.451,0.228,125.185,147093,4
Radiohead,Everything in Its Right Place,0.432,0.415,2,-9.755,1,0.0357,0.00849,0.927,0.107,0.189,144.0,270400,4
Radiohead,Kid A,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,215160,4
Radiohead,How to Disappear Completely,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,263867,4
Radiohead,Motion Picture Soundtrack,0.557,0.704,8,-8.304,0,0.0317,0.62,1.22e-05,0.13,0.565,121.742,286880,4
Radiohead,Idioteque,0.301,0.394,8,-10.941,0,0.0276,0.309,0.00215,0.14,0.377,161.692,269480,3
M83,Midnight City,0.506,0.538,5,-10.123,0,0.0277,0.677,0.0199,0.233,0.555,106.102,291640,4
Mattafix,Living Darfur,0.329,0.328,7,-12.02,1,0.0385,0.733,0.89,0.114,0.0737,104.26,287107,4
Mattafix,Gangster Blues,0.628,0.449,7,-12.446,1,0.0426,0.15,0.738,0.141,0.874,102.081,318373,4
Tom Waits,I Hope That I Don't Fall In Love With You,0.777,0.782,1,-5.554,0,0.0396,0.0303,0.0149,0.0957,0.33,127.044,321600,4
Tom Waits,Alice,0.622,0.768,6,-6.175,1,0.0259,0.202,0,0.0964,0.633,110.546,190880,3
Tom Waits,Hold On,0.292,0.227,4,-14.591,0,0.0289,0.969,0.0526,0.12,0.0526,68.538,171746,4
Tom Waits,Martha,0.694,0.686,0,-11.863,1,0.0448,0.204,2.94e-06,0.351,0.831,152.113,150432,4
Tom Waits,Coney Island Baby,0.499,0.81,5,-5.579,1,0.0347,0.000637,0.0748,0.0625,0.288,131.052,185406,4
Jeff Buckley,"Lover, You Should've Come Over",0.532,0.462,10,-10.71,1,0.03,0.279,0.196,0.101,0.485,80.001,215012,4
Lana Del Rey,Ultraviolence - Hook N Sling Remix,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,181049,4
Lana Del Rey,Diet Mountain Dew,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,4
Johnny Cash,Hurt,0.422,0.91,2,-3.669,1,0.0548,0.00256,2.35e-05,0.0765,0.159,139.984,240987,4
Pixies,Where Is My Mind?,0.472,0.857,0,-4.353,1,0.0742,0.0165,2.83e-05,0.103,0.452,79.505,228651,4
Sonic Youth,Superstar,0.566,0.869,3,-6.443,1,0.0716,0.00429,1.43e-05,0.126,0.865,151.068,204853,4
Sonic Youth,Incinerate,0.53,0.313,9,-11.046,0,0.0372,0.606,0,0.128,0.0425,62.197,248600,4
Julee Cruise,Into the Night,0.867,0.443,11,-10.436,0,0.414,0.0538,0,0.121,0.695,79.939,144077,4
Gravenhurst,Islands,0.666,0.259,0,-10.721,1,0.04,0.585,0,0.079,0.698,116.082,227840,4
Gravenhurst,Nicole,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,231212,4
Sparklehorse,Don't Take My Sunshine Away,0.364,0.0439,3,-21.485,0,0.0391,0.974,0.0182,0.308,0.208,80.374,190000,4
Sparklehorse,Homecoming Queen,0.573,0.81,5,-6.917,1,0.0333,0.0168,5.84e-06,0.0988,0.456,124.015,310329,4
Sparklehorse,Waiting For Nothing,0.48,0.347,1,-13.379,1,0.0523,0.642,0.000464,0.114,0.103,106.084,241533,4
Sparklehorse,Saturday,0.536,0.529,8,-13.241,1,0.0923,0.716,0.0172,0.267,0.261,72.147,206200,4
The Smashing Pumpkins,Drown,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,171373,4
The Cure,Friday I'm In Love,0.411,0.887,9,-9.085,1,0.0398,0.31,0.00082,0.0985,0.698,95.002,163573,4
Robbie Williams,Feel,0.321,0.955,10,-2.749,0,0.146,0.00464,0.00897,0.269,0.331,167.467,189480,4
Midlake,Roscoe,0.584,0.882,0,-6.08,1,0.124,0.0912,0.0121,0.0874,0.757,167.886,232852,4
Midlake,Core of Nature,0.566,0.569,9,-7.101,0,0.0392,0.927,0.0597,0.0818,0.488,108.87,155177,4
Midlake,Young Bride,0.637,0.283,10,-14.718,1,0.0323,0.192,0.248,0.108,0.133,134.125,354067,4
Yo La Tengo,I'll Be Around,0.627,0.11,2,-18.081,1,0.0395,0.885,6.46e-06,0.152,0.542,94.013,233093,4
Yo La Tengo,Autumn Sweater,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,4
Edward Maya,Stereo Love - Extended Version,0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15,342653,4
Sonny & Cher,I Got You Babe,0.39,0.287,1,-12.881,1,0.0302,0.447,2.87e-06,0.13,0.302,65.179,187720,4
The Pied Pipers,Dream,0.415,0.299,2,-11.464,0,0.0272,0.793,0.00653,0.115,0.194,92.798,255093,3
Ty Parr,National Aerobic Championship Theme,0.62,0.828,10,-4.685,1,0.0413,0.00557,0.000102,0.156,0.564,122.042,205067,4
Arctic Monkeys,I Want It All,0.599,0.61,0,-4.518,1,0.0324,0.389,0,0.221,0.888,66.776,179840,4
Arctic Monkeys,Mad Sounds,0.495,0.413,10,-13.116,0,0.0284,0.108,0.00227,0.0787,0.547,105.769,175813,4
Arctic Monkeys,Fireside,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4
Gnarls Barkley,Crazy,0.458,0.502,5,-10.186,1,0.0294,0.442,5.51e-06,0.299,0.571,121.861,221120,4
Nico Vega,Beast,0.443,0.956,2,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,206867,4
Nico Vega,Fury Oh Fury,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,205200,4
Veronica Maggio,Jag kommer,0.515,0.871,9,-4.113,1,0.0367,0.000585,0,0.0877,0.498,119.869,287533,4
Lionel Richie,Hello,0.503,0.47,0,-8.006,1,0.0257,0.291,0,0.396,0.334,108.486,241373,4
The Key of Awesome,Shark Reggae,0.63,0.254,2,-11.48,1,0.0299,0.931,0.000375,0.108,0.354,107.238,254827,4
Bob Marley & The Wailers,Redemption Song,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,259893,4
Ellie Goulding,Burn,0.696,0.593,5,-11.465,1,0.124,0.724,0,0.129,0.854,99.997,194453,4
Radka Toneff,The Moon Is a Harsh Mistress,0.455,0.42,8,-9.427,0,0.0308,0.237,7.03e-06,0.266,0.5,124.394,194920,4
Belle and Sebastian,Nobody's Empire,0.182,0.276,5,-12.783,1,0.0357,0.833,1.47e-06,0.0976,0.228,63.424,161840,4
Nirvana,Something In The Way,0.637,0.532,7,-10.311,1,0.0322,0.0375,0.000171,0.0664,0.536,113.857,202120,4
Nirvana,Oh Me,0.669,0.389,0,-11.547,1,0.0306,0.605,0.16,0.0905,0.649,130.015,231173,4
Canned Heat,Going Up The Country,0.931,0.726,11,-5.399,0,0.0528,0.0589,4.11e-06,0.0831,0.758,120.025,145978,4
The Easybeats,Friday on My Mind,0.531,0.108,0,-18.584,1,0.059,0.94,0.895,0.12,0.0935,96.46,209147,4
Regina Spektor,You've Got Time,0.499,0.224,5,-15.898,1,0.0554,0.982,0.78,0.104,0.201,131.291,247333,4
Ukulele Clan Band,The Sun,0.39,0.642,8,-5.266,1,0.0326,0.00502,0.565,0.296,0.132,92.397,293293,4
Eddie Vedder,Can't Keep,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,234493,5
Beck,Everybody's Gotta Learn Sometimes,0.551,0.27,3,-12.808,1,0.0326,0.851,7.04e-06,0.0966,0.289,128.221,244227,4
Tom Waits,The Heart Of Saturday Night,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
Judas Priest,Breaking the Law,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4
Pearl Jam,Black,0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,200733,4
Elvis Costello,She,0.547,0.543,11,-16.041,0,0.0342,0.507,0.136,0.241,0.595,104.828,427280,4
Burt Bacharach,What The World Needs Now Is Love,0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,145867,4
Carly Rae Jepsen,I Really Like You,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00696,0.0772,0.203,122.993,251987,4
The Foundations,Build Me Up Buttercup,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,189399,4
The Velvet Underground,Sunday Morning,0.55,0.699,3,-8.793,1,0.0295,0.0804,0,0.346,0.648,126.306,228360,4
Lou Reed,Walk On the Wild Side,0.654,0.673,4,-2.953,1,0.0412,0.0988,0,0.363,0.431,144.281,223480,4
Lou Reed,Satellite of Love,0.475,0.871,8,-7.043,1,0.0599,0.154,0,0.306,0.722,101.874,286240,4
Joy Division,Love Will Tear Us Apart,0.549,0.981,11,-3.558,0,0.059,0.0178,1.8e-06,0.438,0.873,82.331,185307,4
M.I.A.,Paper Planes,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,217653,4
The Shins,Phantom Limb,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4
Air Supply,All Out of Love,0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,269373,4
The Tallest Man On Earth,Love Is All,0.326,0.266,8,-13.401,1,0.0423,0.968,0.0433,0.692,0.257,147.737,282307,4
White Town,Your Woman,0.258,0.139,2,-13.522,1,0.0317,0.868,0.00149,0.1,0.139,77.995,345400,4
Samuel E. Wright,Under the Sea,0.607,0.378,4,-18.354,1,0.0363,0.831,0.399,0.0957,0.661,90.338,290733,3
Zager & Evans,In The Year 2525 (Exordium & Terminus),0.47,0.71,4,-7.446,1,0.0282,0.0623,0.000883,0.16,0.262,104.625,212227,4
Lea Salonga,A Whole New World,0.572,0.744,2,-8.968,0,0.0316,0.126,0.00037,0.124,0.343,89.067,181760,4
Donny Osmond,I'll Make a Man Out of You,0.5,0.187,1,-14.342,1,0.0308,0.897,0.094,0.0986,0.188,117.096,230520,4
The Shins,New Slang,0.324,0.256,7,-11.229,0,0.042,0.869,0.078,0.134,0.182,77.906,223600,4
Lil Kleine,Drank & Drugs,0.47,0.358,0,-10.588,1,0.0347,0.0814,0,0.088,0.539,128.623,198787,4
Jake Shimabukuro,In My Life,0.661,0.537,6,-11.53,1,0.0281,0.302,0.584,0.144,0.257,124.001,392253,4
Jake Shimabukuro,While My Guitar Gently Weeps,0.746,0.529,0,-8.107,1,0.035,0.424,0.000909,0.114,0.499,96.039,227933,4
Marilyn Manson,Sweet Dreams (Are Made Of This),0.47,0.735,2,-3.023,1,0.0541,0.00229,0.762,0.103,0.607,141.034,214680,4
The Cars,Drive,0.757,0.441,2,-9.614,0,0.0401,0.38,0.0441,0.113,0.693,74.97,228573,4
Elton John,Your Song,0.468,0.473,1,-8.503,0,0.0281,0.278,0.00061,0.117,0.286,79.055,217840,4
Jimi Hendrix,All Along the Watchtower,0.488,0.612,0,-7.024,0,0.0496,0.014,0.00167,0.243,0.186,129.056,255720,4
Jimi Hendrix,Hey Joe,0.467,0.761,9,-5.893,1,0.0386,0.0186,1.25e-06,0.0666,0.257,145.241,225333,4
Jimi Hendrix,The Wind Cries Mary,0.514,0.506,7,-9.029,1,0.0376,0.858,2.06e-06,0.988,0.59,90.243,150427,4
The Doors,Riders on the Storm - New Stereo Mix,0.44,0.498,0,-9.788,1,0.0264,0.229,0,0.173,0.157,77.368,305067,4
The Doors,Break on Through (To the Other Side),0.385,0.975,6,-4.099,1,0.192,0.00197,0.0167,0.0602,0.821,204.397,170841,4
Kiesza,Hideaway,0.399,0.326,7,-9.239,0,0.0386,0.864,0,0.191,0.546,79.206,174000,4
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,0.717,0.442,5,-11.594,0,0.0715,0.639,0.0233,0.106,0.944,174.06,145867,3
"Baddiel, Skinner & Lightning Seeds",Three Lions,0.391,0.45,11,-9.251,1,0.0306,0.417,0.000335,0.14,0.344,121.946,275307,4
Bone Thugs-N-Harmony,Crossroads,0.783,0.381,2,-13.413,1,0.0415,0.872,0.808,0.106,0.0397,114.976,231606,4
Smash Mouth,Why Can't We Be Friends,0.938,0.531,9,-8.268,1,0.0562,0.273,1.08e-06,0.044,0.695,109.197,189360,4
Smash Mouth,I'm A Believer,0.898,0.501,7,-7.2,0,0.0422,0.372,0.00863,0.148,0.527,117.975,190510,4
The Darkness,I Believe in a Thing Called Love,0.55,0.579,4,-8.622,1,0.0297,0.267,0.0289,0.358,0.432,120.991,284147,4
Aerosmith,Dream On,0.462,0.427,9,-13.333,1,0.0792,0.893,0.101,0.37,0.476,101.675,159320,3
Foo Fighters,The Pretender,0.523,0.803,4,-5.189,0,0.045,0.579,0,0.0948,0.898,132.316,145293,4
Antony and the Johnsons,Hope There's Someone,0.605,0.532,1,-10.872,0,0.0337,0.0919,0.000576,0.0762,0.139,102.804,235227,4
Joni Mitchell,Both Sides Now,0.692,0.912,9,-7.733,1,0.0513,0.00456,0.00273,0.0616,0.642,104.862,238533,4
Nick Drake,One Of These Things First,0.654,0.928,4,-3.406,0,0.0717,0.00366,0.002,0.139,0.52,130.951,201960,4
Grinderman,Palaces Of Montezuma,0.566,0.869,2,-6.084,1,0.1,0.000916,0.00346,0.114,0.647,178.113,259667,4
Half Moon Run,Full Circle,0.455,0.972,0,-5.142,1,0.0608,0.00732,0.00026,0.111,0.391,141.602,343773,4
Hannah Cohen,Don't Say,0.556,0.18,9,-12.621,0,0.0357,0.98,0.00115,0.11,0.11,113.441,196613,4
James Blake,Retrograde,0.504,0.0274,2,-21.455,1,0.0433,0.927,1.25e-05,0.103,0.379,122.006,187933,4
The Kinks,Strangers (Remastered),0.453,0.628,2,-8.319,1,0.0427,0.349,0.123,0.246,0.396,80.074,216500,4
Todd Terje,Johnny and Mary,0.642,0.721,4,-8.926,1,0.0341,0.0777,0.142,0.185,0.581,109.992,377987,4
CHAMPS,Vamala,0.477,0.645,0,-8.404,1,0.0373,0.0931,0.000104,0.0875,0.621,133.839,177440,4
Albert Hammond Jr,In Transit,0.43,0.117,2,-22.249,1,0.037,0.938,0.911,0.0896,0.399,87.805,270560,4
Linus Young,Valentine,0.823,0.369,11,-16.052,0,0.0386,0.649,0.0366,0.296,0.881,105.501,374907,4
Tom Odell,Can't Pretend,0.504,0.385,11,-13.298,0,0.0336,0.594,0.00114,0.108,0.491,119.067,212720,4
Jamie T,Don't You Find,0.339,0.616,6,-7.888,0,0.0761,0.177,4.49e-05,0.0825,0.445,97.021,267573,4
